"x","y"
0.44,0.5
0.43,0.5
0.42,0.5
0.41,0.5
0.4,0.5
0.39,0.5
0.38,0.5
0.37,0.5
0.36,0.5
0.35,0.5
0.34,0.5
0.33,0.5
0.32,0.5
0.31,0.5
0.3,0.5
0.29,0.5
0.28,0.5
0.27,0.5
0.26,0.5
0.25,0.5
0.24,0.5
0.23,0.5
0.22,0.5
0.21,0.5
0.2,0.5
0.19,0.5
0.18,0.5
0.17,0.5
0.16,0.5
0.15,0.5
0.14,0.5
0.13,0.5
0.12,0.5
0.11,0.5
0.1,0.5
0.09,0.5
0.08,0.5
0.07,0.5
0.06,0.5
0.05,0.5
0.04,0.5
0.03,0.5
0.02,0.5
0.01,0.5
0,0.5
0,0.5
-0.099498743710662,0.499899989998
-0.14,0.499599839871872
-0.170587221092320,0.499099188538711
-0.195959179422654,0.498397431775084
-0.217944947177034,0.49749371855331
-0.237486841740758,0.496386945839634
-0.255147016443461,0.495075751779463
-0.271293199325011,0.493558507170123
-0.286181760425084,0.491833305094317
-0.3,0.489897948556636
-0.31288975694324,0.487749935930288
-0.324961536185438,0.485386443980464
-0.336303434416005,0.482804308182932
-0.346987031457949,0.48
-0.357071421427142,0.476969600708473
-0.366606055596467,0.47370877129308
-0.375632799419859,0.47021271782035
-0.384187454245971,0.466476151587624
-0.392300904918661,0.462493243193887
-0.4,0.458257569495584
-0.407308237088326,0.453762052181537
-0.41424630354416,0.448998886412873
-0.420832508250016,0.443959457608462
-0.427083130081252,0.438634243989226
-0.433012701892219,0.433012701892219
-0.438634243989226,0.427083130081252
-0.443959457608462,0.420832508250016
-0.448998886412873,0.41424630354416
-0.453762052181537,0.407308237088326
-0.458257569495584,0.4
-0.462493243193887,0.392300904918661
-0.466476151587624,0.384187454245971
-0.47021271782035,0.375632799419859
-0.47370877129308,0.366606055596467
-0.476969600708473,0.357071421427142
-0.48,0.346987031457949
-0.482804308182932,0.336303434416005
-0.485386443980464,0.324961536185438
-0.487749935930288,0.31288975694324
-0.489897948556636,0.3
-0.491833305094317,0.286181760425084
-0.493558507170123,0.271293199325011
-0.495075751779463,0.255147016443461
-0.496386945839634,0.237486841740758
-0.49749371855331,0.217944947177034
-0.498397431775084,0.195959179422654
-0.499099188538711,0.170587221092320
-0.499599839871872,0.14
-0.499899989998,0.099498743710662
-0.5,0
-0.5,0
-0.499899989998,-0.099498743710662
-0.499599839871872,-0.14
-0.499099188538711,-0.170587221092320
-0.498397431775084,-0.195959179422654
-0.49749371855331,-0.217944947177034
-0.496386945839634,-0.237486841740758
-0.495075751779463,-0.255147016443461
-0.493558507170123,-0.271293199325011
-0.491833305094317,-0.286181760425084
-0.489897948556636,-0.3
-0.487749935930288,-0.31288975694324
-0.485386443980464,-0.324961536185438
-0.482804308182932,-0.336303434416005
-0.48,-0.346987031457949
-0.476969600708473,-0.357071421427142
-0.47370877129308,-0.366606055596467
-0.47021271782035,-0.375632799419859
-0.466476151587624,-0.384187454245971
-0.462493243193887,-0.392300904918661
-0.458257569495584,-0.4
-0.453762052181537,-0.407308237088326
-0.448998886412873,-0.41424630354416
-0.443959457608462,-0.420832508250016
-0.438634243989226,-0.427083130081252
-0.433012701892219,-0.433012701892219
-0.427083130081252,-0.438634243989226
-0.420832508250016,-0.443959457608462
-0.41424630354416,-0.448998886412873
-0.407308237088326,-0.453762052181537
-0.4,-0.458257569495584
-0.392300904918661,-0.462493243193887
-0.384187454245971,-0.466476151587624
-0.375632799419859,-0.47021271782035
-0.366606055596467,-0.47370877129308
-0.357071421427142,-0.476969600708473
-0.346987031457949,-0.48
-0.336303434416005,-0.482804308182932
-0.324961536185438,-0.485386443980464
-0.31288975694324,-0.487749935930288
-0.3,-0.489897948556636
-0.286181760425084,-0.491833305094317
-0.271293199325011,-0.493558507170123
-0.255147016443461,-0.495075751779463
-0.237486841740758,-0.496386945839634
-0.217944947177034,-0.49749371855331
-0.195959179422654,-0.498397431775084
-0.170587221092320,-0.499099188538711
-0.14,-0.499599839871872
-0.099498743710662,-0.499899989998
0,-0.5
0,-0.5
0.01,-0.5
0.02,-0.5
0.03,-0.5
0.04,-0.5
0.05,-0.5
0.06,-0.5
0.07,-0.5
0.08,-0.5
0.09,-0.5
0.1,-0.5
0.11,-0.5
0.12,-0.5
0.13,-0.5
0.14,-0.5
0.15,-0.5
0.16,-0.5
0.17,-0.5
0.18,-0.5
0.19,-0.5
0.2,-0.5
0.21,-0.5
0.22,-0.5
0.23,-0.5
0.24,-0.5
0.25,-0.5
0.26,-0.5
0.27,-0.5
0.28,-0.5
0.29,-0.5
0.3,-0.5
0.31,-0.5
0.32,-0.5
0.33,-0.5
0.34,-0.5
0.35,-0.5
0.36,-0.5
0.37,-0.5
0.38,-0.5
0.39,-0.5
0.4,-0.5
0.41,-0.5
0.42,-0.5
0.43,-0.5
0.44,-0.5
0.45,-0.5
0.46,-0.5
0.47,-0.5
0.48,-0.5
0.49,-0.5
0.5,-0.5
0.51,-0.5
0.52,-0.5
0.53,-0.5
0.54,-0.5
0.55,-0.5
0.56,-0.5
0.57,-0.5
0.58,-0.5
0.59,-0.5
0.6,-0.5
0.61,-0.5
0.62,-0.5
0.63,-0.5
0.64,-0.5
0.65,-0.5
0.66,-0.5
0.67,-0.5
0.68,-0.5
0.69,-0.5
0.7,-0.5
0.71,-0.5
0.72,-0.5
0.73,-0.5
0.74,-0.5
0.75,-0.5
0.76,-0.5
0.77,-0.5
0.78,-0.5
0.79,-0.5
0.8,-0.5
0.81,-0.5
0.82,-0.5
0.83,-0.5
0.84,-0.5
0.85,-0.5
0.86,-0.5
0.87,-0.5
0.88,-0.5
0.89,-0.5
0.9,-0.5
0.91,-0.5
0.92,-0.5
0.93,-0.5
0.94,-0.5
0.95,-0.5
0.96,-0.5
0.97,-0.5
0.98,-0.5
0.99,-0.5
1,-0.5
1.01,-0.5
1.02,-0.5
1.03,-0.5
1.04,-0.5
1.05,-0.5
1.06,-0.5
1.07,-0.5
1.08,-0.5
1.09,-0.5
1.1,-0.5
1.11,-0.5
1.12,-0.5
1.13,-0.5
1.14,-0.5
1.15,-0.5
1.16,-0.5
1.17,-0.5
1.18,-0.5
1.19,-0.5
1.2,-0.5
1.21,-0.5
1.22,-0.5
1.23,-0.5
1.24,-0.5
1.25,-0.5
1.26,-0.5
1.27,-0.5
1.28,-0.5
1.29,-0.5
1.3,-0.5
1.31,-0.5
1.32,-0.5
1.33,-0.5
1.34,-0.5
1.35,-0.5
1.36,-0.5
1.37,-0.5
1.38,-0.5
1.39,-0.5
1.4,-0.5
1.41,-0.5
1.42,-0.5
1.43,-0.5
1.44,-0.5
1.45,-0.5
1.46,-0.5
1.47,-0.5
1.48,-0.5
1.49,-0.5
1.5,-0.5
1.51,-0.5
1.52,-0.5
1.53,-0.5
1.54,-0.5
1.55,-0.5
1.56,-0.5
1.57,-0.5
1.58,-0.5
1.59,-0.5
1.6,-0.5
1.61,-0.5
1.62,-0.5
1.63,-0.5
1.64,-0.5
1.65,-0.5
1.66,-0.5
1.67,-0.5
1.68,-0.5
1.69,-0.5
1.7,-0.5
1.71,-0.5
1.72,-0.5
1.73,-0.5
1.74,-0.5
1.75,-0.5
1.76,-0.5
1.77,-0.5
1.78,-0.5
1.79,-0.5
1.8,-0.5
1.81,-0.5
1.82,-0.5
1.83,-0.5
1.84,-0.5
1.85,-0.5
1.86,-0.5
1.87,-0.5
1.88,-0.5
1.89,-0.5
1.9,-0.5
1.91,-0.5
1.92,-0.5
1.93,-0.5
1.94,-0.5
1.95,-0.5
1.96,-0.5
1.97,-0.5
1.98,-0.5
1.99,-0.5
2,-0.5
2.01,-0.5
2.02,-0.5
2.03,-0.5
2.04,-0.5
2.05,-0.5
2.06,-0.5
2.07,-0.5
2.08,-0.5
2.09,-0.5
2.1,-0.5
2.11,-0.5
2.12,-0.5
2.13,-0.5
2.14,-0.5
2.15,-0.5
2.16,-0.5
2.17,-0.5
2.18,-0.5
2.19,-0.5
2.2,-0.5
2.21,-0.5
2.22,-0.5
2.23,-0.5
2.24,-0.5
2.25,-0.5
2.26,-0.5
2.27,-0.5
2.28,-0.5
2.29,-0.5
2.3,-0.5
2.31,-0.5
2.32,-0.5
2.33,-0.5
2.34,-0.5
2.35,-0.5
2.36,-0.5
2.37,-0.5
2.38,-0.5
2.39,-0.5
2.4,-0.5
2.41,-0.5
2.42,-0.5
2.43,-0.5
2.44,-0.5
2.45,-0.5
2.46,-0.5
2.47,-0.5
2.48,-0.5
2.49,-0.5
2.5,-0.5
2.51,-0.5
2.52,-0.5
2.53,-0.5
2.54,-0.5
2.55,-0.5
2.56,-0.5
2.57,-0.5
2.58,-0.5
2.59,-0.5
2.6,-0.5
2.61,-0.5
2.62,-0.5
2.63,-0.5
2.64,-0.5
2.65,-0.5
2.66,-0.5
2.67,-0.5
2.68,-0.5
2.69,-0.5
2.7,-0.5
2.71,-0.5
2.72,-0.5
2.73,-0.5
2.74,-0.5
2.75,-0.5
2.76,-0.5
2.77,-0.5
2.78,-0.5
2.79,-0.5
2.8,-0.5
2.81,-0.5
2.82,-0.5
2.83,-0.5
2.84,-0.5
2.85,-0.5
2.86,-0.5
2.87,-0.5
2.88,-0.5
2.89,-0.5
2.9,-0.5
2.91,-0.5
2.92,-0.5
2.93,-0.5
2.94,-0.5
2.95,-0.5
2.96,-0.5
2.97,-0.5
2.98,-0.5
2.99,-0.5
3,-0.5
3.01,-0.5
3.02,-0.5
3.03,-0.5
3.04,-0.5
3.05,-0.5
3.06,-0.5
3.07,-0.5
3.08,-0.5
3.09,-0.5
3.1,-0.5
3.11,-0.5
3.12,-0.5
3.13,-0.5
3.14,-0.5
3.15,-0.5
3.16,-0.5
3.17,-0.5
3.18,-0.5
3.19,-0.5
3.2,-0.5
3.21,-0.5
3.22,-0.5
3.23,-0.5
3.24,-0.5
3.25,-0.5
3.26,-0.5
3.27,-0.5
3.28,-0.5
3.29,-0.5
3.3,-0.5
3.31,-0.5
3.32,-0.5
3.33,-0.5
3.34,-0.5
3.35,-0.5
3.36,-0.5
3.37,-0.5
3.38,-0.5
3.39,-0.5
